alim_grp_code;alim_ssgrp_code;alim_ssssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_ssssgrp_nom_eng;alim_code;alim_nom_eng;alim_nom_eng;Energy. Regulation EU No 1169/2011 (kcal/100g);Energy. N x Jones' factor. with fibres (kJ/100g);Energy. N x Jones' factor. with fibres (kcal/100g);Water (g/100g);Protein (g/100g);Protein. crude. N x 6.25 (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);Starch (g/100g);Fibres (g/100g);Polyols (g/100g);Ash (g/100g);Alcohol (g/100g);Organic acids (g/100g);FA saturated (g/100g);FA mono (g/100g);FA poly (g/100g);FA 4:0 (g/100g);FA 6:0 (g/100g);FA 8:0 (g/100g);FA 10:0 (g/100g);FA 12:0 (g/100g);FA 14:0 (g/100g);FA 16:0 (g/100g);FA 18:0 (g/100g);FA 18:1 n-9 cis (g/100g);FA 18:2 9c.12c (n-6) (g/100g);FA 18:3 c9.c12.c15 (n-3) (g/100g);FA 20:4 5c.8c.11c.14c (n-6) (g/100g);FA 20:5 5c.8c.11c.14c.17c (n-3) EPA (g/100g);FA 22:6 4c.7c.10c.13c.16c.19c (n-3) DHA (g/100g);Cholesterol (mg/100g);Salt (g/100g);Calcium (mg/100g);Chloride (mg/100g);Copper (mg/100g);Iron (mg/100g);Iodine (µg/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphorus (mg/100g);Potassium (mg/100g);Selenium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (µg/100g);Beta-carotene (µg/100g);Vitamin D (µg/100g);Vitamin E (mg/100g);Vitamin K1 (µg/100g);Vitamin K2 (µg/100g);Vitamin C (mg/100g);Vitamin B1 or Thiamin (mg/100g);Vitamin B2 or Riboflavin (mg/100g);Vitamin B3 or Niacin (mg/100g);Vitamin B5 or Pantothenic acid (mg/100g);Vitamin B6 (mg/100g);Vitamin B9 or Folate (µg/100g);Vitamin B12 (µg/100g)
1;104;0;starters and dishes;pizzas. crepe and pies;-;25435;Pizza. ham and cheese;Pizza. ham and cheese;218;917;218;45.3;10.3;10.3;28;6.69;2.91;-;2.34;0.069;2.84;0;traces;3.2;2.18;1;0.18;0.11;0.058;0.12;0.15;0.45;1.58;0.55;2.02;0.87;0.096;0.017;0;< 0.01;20.3;1.5;174;770;< 0.1;0.7;6;24.4;0.2;170;234;8;608;1.4;43;100;< 0.5;1.1;-;-;1.45;0.18;0.12;1.9;0.37;0.2;17;0.46
1;104;0;starters and dishes;pizzas. crepe and pies;-;25444;Cheese tart;Cheese tart;289;1210;289;50.5;10.3;10.3;20.7;18;1.63;17.5;1.57;-;1.95;0;traces;9.93;6.45;1.43;0.28;0.18;0.13;0.21;0.27;0.92;6.26;1.17;5.55;1.35;0.066;-;-;0.018;59.1;1.07;180;644;-;0.54;-;16;-;151;110;-;427;-;66.2;-;1.06;1.34;-;-;0.21;0.05;0.16;-;-;0.07;13.7;0.46
1;104;0;starters and dishes;pizzas. crepe and pies;-;25454;Provencal-style tart;Provencal-style tart;243;1010;243;54.3;5.44;5.44;20.6;14.3;3.23;17.1;5.3;-;1.23;0;traces;4.15;5.39;1.75;-;-;-;-;0.14;0.45;3.56;-;4.32;1.43;0.15;-;-;-;45.4;0.8;62.5;633;< 0.1;0.63;8.7;14.5;0.2;80.8;140;4.92;293;0.5;37.5;-;0.95;1.54;-;-;4.25;0.05;0.1;-;-;0.1;14.7;0.22
1;104;0;starters and dishes;pizzas. crepe and pies;-;25457;Pizza. bolognese-style w meat;Pizza. bolognese-style w meat;227;952;227;45;10.3;10.3;27.2;8.03;2.94;-;2.16;-;2.38;0;traces;2.85;3.55;1.44;0.1;0.02;0.028;-;0.083;0.17;1.6;0.85;-;0.77;0.17;-;0;0;19;1.32;144;-;0.21;1.36;-;27;0.32;211;189;-;534;1.87;61;92;0;0.92;6.7;-;4.2;0.25;0.21;2.16;0.44;0.14;29;0.8
1;104;0;starters and dishes;pizzas. crepe and pies;-;25459;Burritos;Burritos;170;709;170;62.5;8;8;14.3;8.5;1.9;6.8;1.9;-;1.49;0;-;4.33;2.93;0.87;0.081;0.063;0.027;0.072;0.081;0.41;2.33;1.08;2.93;0.7;0.11;0.052;< 0.0045;< 0.0045;29.1;0.75;88;376;0.07;1.1;< 20;20;0.14;170;260;< 50;299;1.8;< 21;470;< 0.5;0.58;8;-;6.5;0.098;0.07;1.7;0.26;0.11;14.9;1.36
1;104;0;starters and dishes;pizzas. crepe and pies;-;25460;Fajitas;Fajitas;158;665;158;63.7;12.7;12.7;16;4.5;2.2;9;1.4;-;1.76;0;-;1.96;1.53;0.78;0.081;0.06;0.03;0.06;0.073;0.24;1.08;0.28;1.3;0.59;0.11;0.021;0.0086;< 0.0021;30.6;0.89;77;462;0.06;0.55;< 20;23;0.14;210;280;< 50;357;0.66;< 21;385;< 0.5;0.93;3.17;-;19.6;0.12;0.06;3.48;0.57;0.24;23.4;0.42
1;104;0;starters and dishes;pizzas. crepe and pies;-;25462;Pizza. chorizo or salami;Pizza. chorizo or salami;248;1040;248;43.6;10.4;10.4;26.5;10.7;3.29;-;2.04;-;2.08;0;traces;4.55;4.28;1.26;0.17;0.098;0.069;0.12;0.15;0.55;2.43;0.96;2.93;0.83;0.13;-;-;< 0.01;5;1.54;135;-;-;-;-;-;-;-;-;-;608;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25463;Pizza. seafood;Pizza. seafood;200;843;200;-;10.3;10.3;24.6;6.65;1.5;-;0.5;-;1.25;0;0;2.5;2.09;1.77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.25;-;-;-;-;-;-;-;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25464;Pizza. salmon;Pizza. salmon;231;969;231;48.3;10.1;10.1;26.7;8.78;3.04;21.7;2.31;-;1.93;0;0;2.9;3.37;1.77;0.13;0.077;0.06;0.1;0.13;0.43;1.53;0.45;3.37;1.38;0.33;< 0.01;0.03;0.03;25.3;1.22;110;711;0.09;0.54;< 20;22;0.28;160;190;< 20;492;0.84;35.4;144;0.79;1.68;7.16;-;< 0.5;0.1;0.057;1.28;0.26;0.093;15;0.6
1;104;0;starters and dishes;pizzas. crepe and pies;-;25468;Pizza. goat cheese and lardoons;Pizza. goat cheese and lardoons;245;1030;245;48.5;10.7;10.7;26.9;9.96;3.17;-;2.36;-;2.16;0;traces;4.83;3.43;1.04;0.16;0.13;0.14;0.31;0.22;0.63;2.26;0.82;2.9;0.8;0.19;-;-;< 0.01;-;1.49;136;-;-;-;-;-;-;-;-;-;590;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25472;Pizza. vegetables or pizza 4 seasons;Pizza. vegetables or pizza 4 seasons;214;900;214;51.8;8.48;8.48;25.7;8;3.62;21.3;2.81;-;1.93;0;traces;3.1;2.37;1.1;0.13;0.078;0.054;0.12;0.15;0.47;1.62;0.49;0.08;0.95;0.15;< 0.01;< 0.01;< 0.01;19;1.1;120;689;0.1;0.61;< 20;20;0.25;130;200;< 20;439;0.92;29.7;153;< 0.25;0.73;1.67;-;1.52;0.09;0.09;0.54;0.29;0.099;25.8;0.3
1;104;0;starters and dishes;pizzas. crepe and pies;-;25477;Pizza. cheese and mushrooms;Pizza. cheese and mushrooms;217;915;217;-;7.8;7.8;31.6;6.1;1.9;-;2.4;-;1.13;0;traces;2.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.13;-;-;-;-;-;-;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25478;Pizza. four cheeses;Pizza. four cheeses;244;1030;244;46;11.1;11.1;26.7;9.85;3.56;-;2.31;-;2.5;0;traces;5.39;3.11;0.92;0.24;0.15;0.11;0.28;0.27;0.87;2.57;0.9;2.56;0.77;0.092;-;-;< 0.01;28.5;1.35;267;744;-;0.81;8.8;22;-;176;141;-;548;-;46;-;0.05;1.08;-;-;3.64;0.14;0.14;-;-;0.15;52.9;0.28
1;104;0;starters and dishes;pizzas. crepe and pies;-;25516;Pizza (average);Pizza (average);226;952;226;48.3;10.2;10.2;26.8;8.21;3.21;;2.27;;2.24;0;0;3.87;2.73;1.05;0.18;0.1;0.069;0.16;0.18;0.57;1.96;0.65;2.13;0.83;0.1;;;0.0051;20.6;1.34;195;726;;0.77;11.1;22.1;;180;188;;538;;41.2;;0.16;1.11;;;3.35;0.17;0.13;;;0.15;34.9;0.39
1;104;0;starters and dishes;pizzas. crepe and pies;-;25528;Pizza. onion anchovy and black olives;Pizza. onion anchovy and black olives;284;1190;284;-;6.4;6.4;33.8;13.1;2.9;-;2.5;-;2.21;0;traces;1.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25529;Onion tart;Onion tart;280;1170;280;-;7;7;23.5;17.2;5.63;-;1.9;-;0.87;0;traces;7.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.87;-;-;-;-;-;-;-;-;-;-;367;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25548;Pizza. ham cheese and mushrooms;Pizza. ham cheese and mushrooms;205;863;205;54.4;9.54;9.54;25.7;6.66;3.16;21.2;2.3;-;1.86;0;traces;2.91;2.43;0.96;0.098;0.056;0.039;0.091;0.12;0.43;1.61;0.46;2.01;0.64;0.069;-;-;< 0.01;15.6;1.3;155;661;0.1;0.7;11.2;20.1;0.25;174;211;6.5;524;1.16;27.5;-;< 0.5;1.18;-;-;4.84;0.19;0.14;1.84;0.57;0.17;31;0.38
1;104;0;starters and dishes;pizzas. crepe and pies;-;25549;Crepe or buckwheat crepe. filled with cheese and bechamel sauce;Crepe or buckwheat crepe. filled with cheese and bechamel sauce;158;664;158;62.7;6.34;6.34;19.7;5.75;4.31;15.4;1.05;-;1.45;0;traces;2.02;2.35;1.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37.3;0.92;87.5;660;-;0.35;-;18.6;-;162;118;-;404;-;33.9;-;0.47;0.93;-;-;0.37;0.1;0.2;-;-;0.08;29.3;0.5
1;104;0;starters and dishes;pizzas. crepe and pies;-;25550;Flamed tart (thin-crusted onion tart with cream and lardoons);Flamed tart (thin-crusted onion tart with cream and lardoons);242;1020;242;51.4;7.87;7.87;28.1;10.5;3.51;24.6;1.83;-;1.8;0;traces;4.12;3.67;2.36;0.18;0.1;0.056;0.12;0.11;0.43;2.2;0.92;3.1;2.17;0.11;0.017;-;-;14.2;1.35;52;-;< 0.1;0.6;7;19.4;0.2;102;230;< 5;537;0.8;26;8;< 0.5;1.4;-;-;0.8;0.19;0.1;1.75;0.43;0.21;20;0.44
1;104;0;starters and dishes;pizzas. crepe and pies;-;25552;Crepe or buckwheat crepe. filled with cheese. ham. mushrooms and bechamel sauce;Crepe or buckwheat crepe. filled with cheese. ham. mushrooms and bechamel sauce;159;666;159;69.4;8.3;8.3;16.6;6.3;2.7;10.7;1.2;-;1.17;0;traces;1.5;2.22;1.18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31.2;0.95;35.3;400;-;0.6;-;12.3;-;86;86.6;-;260;-;17.6;-;0.48;0.94;-;-;1.23;0.15;0.17;-;-;0.1;30.5;0.26
1;104;0;starters and dishes;pizzas. crepe and pies;-;25553;Leek tart or pie;Leek tart or pie;243;1020;243;54.5;5.76;5.76;21.6;14.3;2.34;16;2.48;-;1.56;0;traces;7.72;4.54;1.44;0.21;0.14;0.1;0.18;0.23;0.81;4.91;0.95;4.28;1.29;0.13;0.017;< 0.01;< 0.01;51.1;0.96;95;651;0.06;0.6;< 20;14;0.24;110;130;< 20;381;0.66;58.2;216;< 0.25;1.28;14.6;-;< 0.5;0.074;0.11;0.11;0.36;0.06;87.1;0.45
1;104;0;starters and dishes;pizzas. crepe and pies;-;25555;Salmon tart;Salmon tart;215;899;215;55.3;8.53;8.53;21;10.5;1.63;19.3;1.4;-;1.67;0;0;6.3;3;1.15;0.064;0.047;0.035;0.07;0.1;0.4;4.86;0.72;3;0.83;0.14;0.011;0.064;0.1;20.9;0.84;59.2;462;< 0.1;0.63;12.4;17.7;0.2;111;162;10.3;333;0.42;49.9;-;2.59;1.47;-;-;1.83;0.07;0.14;-;-;0.17;20.1;0.73
1;104;0;starters and dishes;pizzas. crepe and pies;-;25560;Riesling wine and pork pie;Riesling wine and pork pie;251;1050;251;-;10.2;10.2;23.7;12.6;2.25;-;1.2;-;1.45;0;traces;6.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25561;Tomato tart;Tomato tart;218;910;218;58.4;5.17;5.17;19.3;12.8;4.2;13.9;2.9;-;1.56;0;traces;7.67;3.39;0.59;0.35;0.24;0.18;0.34;0.41;1.33;3.8;1.03;3.39;0.48;0.1;0.01;< 0.01;< 0.01;32.6;0.8;21;551;0.05;0.77;< 20;16;0.33;64;280;< 20;318;0.28;81.5;551;-;0.62;3.61;-;5.2;0.05;0.025;0.44;0.28;0.091;40.9;0.071
1;104;0;starters and dishes;pizzas. crepe and pies;-;25562;Crepe or buckwheat crepe. filled with egg. ham and cheese;Crepe or buckwheat crepe. filled with egg. ham and cheese;209;873;209;56.8;12.7;12.7;15.2;9.8;1.1;9.8;4.5;-;2.55;0;0;6.02;2.59;0.76;0.26;0.17;0.12;0.22;0.26;0.94;3.07;0.98;2.59;0.56;0.052;0.044;< 0.01;0.1;105;1.12;240;789;0.11;0.96;< 20;52;0.24;280;190;< 20;445;1.8;116;-;< 0.25;0.41;1.49;-;0.9;0.19;0.17;1.1;0.75;0.11;38.1;1.04
1;104;0;starters and dishes;pizzas. crepe and pies;-;25564;Scallops tart;Scallops tart;266;1110;266;-;8.25;8.25;24.2;14.5;2.5;-;3;-;1.12;0;0;5.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.12;-;-;-;-;-;-;-;-;-;-;449;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25568;Pastilla. filled with chicken (pie);Pastilla. filled with chicken (pie);218;910;218;54.8;12.3;12.3;14.1;12.2;3.85;-;1.5;-;2.4;0;traces;1.75;7.5;2.23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.5;-;-;-;-;-;-;-;-;-;-;595;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25570;Pizza. lardoons onions and cheese;Pizza. lardoons onions and cheese;255;1070;255;-;11.2;11.2;27.7;10.6;3.7;-;2.2;-;1.29;0;traces;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.1;192;-;-;-;-;-;-;-;-;-;570;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25572;Crepe or buckwheat crepe. filled with scallops;Crepe or buckwheat crepe. filled with scallops;168;705;168;-;7.7;7.7;15.8;8;2.8;-;1.2;-;1.18;0;0;2.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25573;Savoury tart (average food);Savoury tart (average food);259;1080;259;53.5;7.98;7.98;22.2;14.9;3.06;;1.77;;1.68;0;0;7.52;4.91;1.67;0.29;0.18;0.11;0.22;0.25;0.87;4.55;1.2;4.21;1.29;0.098;0.034;0.0062;0.014;67.1;1.18;89.8;640;0.049;0.64;21.8;17.4;0.16;123;187;5.97;464;0.7;53.4;;0.98;1.36;;;1.39;0.11;0.13;0.64;;0.11;26.8;0.31
1;104;0;starters and dishes;pizzas. crepe and pies;-;25581;Crepe or buckwheat crepe. filled with mushrooms and bechamel sauce. cooked;Crepe or buckwheat crepe. filled with mushrooms and bechamel sauce. cooked;172;721;172;63.4;5.5;5.5;18.5;7.7;3.16;15.3;3.4;0;1.41;0;0.11;2.48;2.16;2.57;0.1;0.07;0.04;0.07;0.1;0.31;1.27;0.42;1.99;2.54;0.03;< 0.01;< 0.01;< 0.01;34.5;0.76;82;127;0.07;0.43;< 20;14;0.18;100;180;< 20;304;0.53;25.4;< 5;< 0.25;1.88;< 0.8;-;< 0.5;0.068;0.15;0.5;0.75;0.027;31.7;0.21
1;104;0;starters and dishes;pizzas. crepe and pies;-;25623;Maroilles cheese tart or maroilles cheese flamiche;Maroilles cheese tart or maroilles cheese flamiche;315;1310;315;-;14.1;14.1;22.1;18.3;2.8;-;2.5;-;1.66;0;traces;12.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;25625;Crepe or buckwheat crepe. filled with fish and/or seafood;Crepe or buckwheat crepe. filled with fish and/or seafood;206;857;206;-;8.5;8.5;14.3;12.4;2.4;-;1.6;0;1.13;0;traces;6.95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.13;-;-;-;-;-;-;-;-;-;-;445;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26256;Ham and mushroom pancake in cheese sauce;Ham and mushroom pancake in cheese sauce;151;631;151;-;8.6;8.6;11.9;7.5;2.7;-;0.6;-;0.75;0;traces;2.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26267;Goat cheese and spinach tart;Goat cheese and spinach tart;244;1020;244;51.7;7.08;7.08;22.2;13.6;3;18.3;2.05;-;1.73;0;traces;7.34;4.14;1.42;0.27;0.17;0.15;0.32;0.28;0.88;4.3;0.97;3.81;1.05;0.15;0.02;< 0.01;< 0.01;46.4;1;79;690;0.05;0.77;< 20;19;0.32;98;180;< 20;393;0.56;69;893;< 0.25;0.54;7.14;-;< 0.5;0.07;0.12;0.2;0.22;0.054;62.5;0.2
1;104;0;starters and dishes;pizzas. crepe and pies;-;26268;Squid and spicy tomato sauce pie;Squid and spicy tomato sauce pie;306;1280;306;39.4;8.15;8.15;30.9;16;5.05;-;2.95;-;2.17;0;traces;2.8;4.21;8.24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.55;-;-;-;-;-;-;-;-;-;-;610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26270;Pizza. tuna;Pizza. tuna;220;922;220;-;10.8;10.8;23.3;8.78;3.47;-;2.2;-;0.99;0;0;2.97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.99;-;-;-;-;-;-;-;-;-;-;397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26271;Pizza. kebab;Pizza. kebab;211;887;211;-;9.4;9.4;26.6;7.01;3.04;-;1.85;-;1.4;0;0;3.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.4;-;-;-;-;-;-;-;-;-;-;549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26272;Pizza. chicken;Pizza. chicken;215;903;215;48.3;9.95;9.95;27.5;6.68;2.96;-;2.32;-;2.14;0;0;3.23;2.3;1.06;0.2;0.12;0.093;0.12;0.16;0.49;1.57;0.48;2.03;0.82;0.17;-;-;< 0.01;-;1.16;-;-;-;-;-;-;-;-;-;-;462;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26273;Pizza with raclette or tartiflette cheese and lardoons;Pizza with raclette or tartiflette cheese and lardoons;276;1160;276;-;11.8;11.8;27.5;12.7;2.77;-;2.4;-;1.55;0;traces;5.93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.55;-;-;-;-;-;-;-;-;-;-;603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;104;0;starters and dishes;pizzas. crepe and pies;-;26274;Pizza. cured ham;Pizza. cured ham;240;1010;240;47;12.2;12.2;25.7;9.43;3.47;-;1.6;-;2.33;0;traces;4.67;3.35;1.07;-;-;-;-;-;-;-;-;-;0.94;0.06;-;-;-;-;1.74;163;-;-;-;-;-;-;-;-;-;767;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;105;0;starters and dishes;sandwiches;-;7811;Focaccia. filled;Focaccia. filled;233;979;233;-;8;8;29.5;8.75;4.25;-;2.25;0;1.45;0;0;1.75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.45;-;-;-;-;-;-;-;-;-;-;585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;105;0;starters and dishes;sandwiches;-;7812;Fougasse. filled;Fougasse. filled;320;1340;320;31.3;9.38;9.38;41.8;12.1;1.59;40.2;3.2;0;2.27;0;0;2.74;7.23;1.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.9;1.96;35.4;-;0.11;0.92;18;23.7;0.39;88.9;158;4.51;784;0.79;0;21;0;1.22;-;-;0.1;0.12;0.061;1.38;0.31;0.1;16.8;0.074
1;105;0;starters and dishes;sandwiches;-;25400;Toasted ham sandwich topped with grated cheese;Toasted ham sandwich topped with grated cheese;273;1140;273;44.2;11.3;11.3;26.8;12.9;2.14;-;2.45;0;2.44;0;0;6.5;4.21;1.44;0.27;0.15;0.086;0.18;0.21;0.69;3.22;0.9;3.92;1.14;0.29;0.011;-;-;30.8;1.57;248;875;0.073;0.5;11.1;22.9;0.29;200;189;< 3.35;595;1.51;44.5;-;0.15;0.55;-;-;0.02;0.2;0.16;1.55;0.37;0;23.1;0.39
1;105;0;starters and dishes;sandwiches;-;25403;Hot-dog;Hot-dog;278;1160;278;44.5;10.9;10.9;26.3;13.8;5.2;19.1;1.6;0;2.39;0;0.46;5.18;6.19;1.7;0.03;0.02;0.02;0.04;0.05;0.3;3.1;1.52;5.37;1.41;0.22;0.02;< 0.01;< 0.01;34.7;1.69;56;993;0.08;0.85;< 20;17;0.26;150;210;< 20;676;1.1;< 21;-;< 0.25;1;3.7;-;< 0.5;0.11;0.051;1.37;0.4;0.068;31.2;0.5
1;105;0;starters and dishes;sandwiches;-;25413;Hamburger. from fast foods restaurant;Hamburger. from fast foods restaurant;246;1030;246;46.1;13.3;13.3;28.3;8.44;3.63;23.5;1.8;0;2.12;0;0;2.82;3.64;0.55;< 0.05;< 0.05;< 0.05;0.007;0.007;0.17;1.67;0.88;3.07;0.52;0.023;-;0.00095;0;29;1.23;64;-;0.08;1.23;16.9;29.7;0.22;110;251;< 10;492;2.26;0;34;0.1;0.07;4.9;-;0.3;0.35;0.19;4.06;0.37;0.11;17;1.2
1;105;0;starters and dishes;sandwiches;-;25414;Cheeseburger. from fast foods restaurant;Cheeseburger. from fast foods restaurant;268;1120;267;46.3;13.7;14;23.1;12.9;5.47;17.7;1.8;0;2.18;0;0;5.07;5.37;1.3;0.049;0.043;0.032;0.076;0.098;0.53;2.72;1.28;3.81;0.87;0.18;0.011;0;0;25;1.33;91.3;425;< 0.1;1.2;15;21.3;0.2;142;198;-;528;2.1;50;55;0.1;0.09;5.5;-;0.4;0.32;0.19;3.51;0.42;0.37;7;1.31
1;105;0;starters and dishes;sandwiches;-;25415;Cheeseburger. double. from fast foods restaurant;Cheeseburger. double. from fast foods restaurant;299;1250;299;43.8;15.5;15.5;21.5;16.7;-;19.8;< 1;0;2.06;0;0;6.32;6.51;-;0.094;0.047;0.031;0.094;0.11;0.61;3.37;1.66;6.51;1.08;0.34;-;-;-;48.4;1.15;104;607;0.15;1.4;< 5;20.2;0.2;161;184;6.6;461;2.9;34;-;< 0.5;1.35;-;-;0.9;0.089;0.15;2.99;0.35;0.2;28.9;0.99
1;105;0;starters and dishes;sandwiches;-;25416;Fish burger. fast foods restaurant;Fish burger. fast foods restaurant;263;1100;263;46.1;12.2;12.2;26.7;11.5;3.9;21.8;1.5;0;1.75;0;0.24;4.92;2.87;2.99;0.22;0.15;0.09;0.19;0.23;0.73;2.37;0.75;2.58;2.96;0.03;< 0.01;< 0.01;< 0.01;26;1.1;55;645;0.06;0.49;< 20;22;0.25;140;210;< 20;440;0.59;< 21;-;0.81;2.83;9.23;-;< 0.5;0.049;< 0.01;0.63;0.33;0.066;23.3;0.83
1;105;0;starters and dishes;sandwiches;-;25428;Sandwich made with pita bread. kebab and raw vegetables;Sandwich made with pita bread. kebab and raw vegetables;233;977;233;51.8;15.2;15.2;17.4;10.9;1.1;15.9;2.3;0;2.42;0;0;4.29;3.9;0.74;0.014;0.0096;0.0096;0.029;0.13;0.34;2.03;0.81;3.04;0.66;0.066;0.013;-;-;47.3;1.23;33.6;607;0.2;0.95;3;21.5;0.2;-;316;-;492;1.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;105;0;starters and dishes;sandwiches;-;25429;Sandwich made with French bread. kebab and raw vegetables;Sandwich made with French bread. kebab and raw vegetables;273;1150;273;44.5;15.2;15.2;29.9;9.83;3.3;26.6;2;0;1.53;0;0;4.26;3.31;0.63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;1.04;22.1;-;0.1;2.05;4.87;22.8;0.3;117;271;10;432;2.1;1;62;0;0.2;-;-;2;0.09;0.11;2.3;0.4;0.13;15;0.88
1;105;0;starters and dishes;sandwiches;-;25431;Sandwich made with French bread. tuna. raw vegetables (tomato and lettuce) and mayonnaise;Sandwich made with French bread. tuna. raw vegetables (tomato and lettuce) and mayonnaise;274;1150;274;43;10.3;10.3;32;11.3;1.4;30.5;1.78;0;1.67;0;0;2.54;2.62;5.68;-;-;-;-;-;-;-;-;-;-;-;-;0.0072;0.03;24.6;1.28;26.8;-;0.079;0.83;25.4;19.5;0.31;90;160;11.3;514;0.53;49.1;132;0.73;4.05;-;-;2.63;0.051;0.055;2.73;0.28;0.13;19;0.63
1;105;0;starters and dishes;sandwiches;-;25434;Sandwich made with panini bread. raw cured ham. mozzarella cheese and tomato;Sandwich made with panini bread. raw cured ham. mozzarella cheese and tomato;243;1020;243;46.6;14.2;14.2;27.2;8.35;-;-;1.4;0;2.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.25;97;-;-;1.1;-;16.9;-;-;184;-;493;1.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;105;0;starters and dishes;sandwiches;-;25475;Sandwich made with French bread. hard-boiled egg. raw vegetables (tomato and lettuce) and butter;Sandwich made with French bread. hard-boiled egg. raw vegetables (tomato and lettuce) and butter;219;925;219;49.2;9.63;9.63;31.4;5.76;1.82;29.6;1.75;0;2.25;0;0;2.84;1.76;0.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41.1;1.43;30.2;-;0.085;0.74;6.98;18.3;0.3;108;195;5.22;542;0.79;41.7;179;0.17;0.45;-;-;5.53;0.15;0.11;1.37;0.38;0.11;21.7;0.074
